medidor_iot,fecha_instalacion,fecha_desinstalacion,estado,tipo_medidor_id
41:B4:7F:1F:45:79,2014-12-06,,Nuevo,5
E8:18:C9:7C:7E:EC,2017-07-18,,Operativo,2
D3:97:52:F8:F1:2D,2018-02-08,,Operativo,3
2C:C4:4A:FD:4E:13,2021-10-20,,Reacondicionado,2
49:F9:D8:70:22:A3,2017-07-20,,Operativo,2
EE:E5:30:A4:99:F1,2021-09-19,,Operativo,5
10:C0:1C:75:AA:E0,2021-10-09,,Reacondicionado,1
20:BD:2C:70:AE:24,2025-10-10,,Operativo,1
5F:73:78:D4:AC:15,2018-04-03,,Dañado,5
39:C4:B0:18:0E:F3,2022-03-08,,Operativo,1
1C:3F:2B:96:E3:9D,2016-07-28,,Operativo,3
4E:91:33:82:24:23,2026-04-11,,Mantenimiento,1
FD:8C:9D:E1:00:5D,2017-12-08,,Nuevo,5
14:3C:36:19:F6:00,2015-03-19,,Dañado,4
CD:72:7D:56:34:46,2021-09-11,,Operativo,3
A6:7C:84:E9:86:0A,2020-10-11,,Nuevo,5
D6:D1:3A:28:FE:DD,2019-02-19,,Operativo,1
25:AA:2D:C8:2D:47,2015-08-04,,Nuevo,1
BB:01:69:74:D6:41,2018-07-07,,Operativo,5
DD:25:64:BB:63:AD,2025-01-05,,Operativo,1
F8:94:95:79:D7:F7,2024-03-14,,Operativo,3
1A:87:40:B8:24:5E,2023-05-25,,Operativo,2
EC:EC:6F:3A:43:7C,2021-01-12,,Reacondicionado,2
FE:10:79:06:80:44,2021-03-07,,Operativo,2
EA:F9:B1:74:1D:74,2015-01-07,,Operativo,2
9F:22:2B:C0:A0:1A,2016-10-12,,Operativo,2
1E:9C:8B:67:8F:B7,2026-04-20,,Operativo,1
EF:94:35:AD:13:E2,2021-10-19,,Mantenimiento,1
EA:3C:A1:F3:A1:A4,2016-12-15,,Operativo,5
F9:C3:3D:02:A4:AD,2017-06-10,,Operativo,5
A7:01:A0:BA:1C:0A,2017-03-20,,Operativo,4
CD:D6:44:02:8F:AF,2020-10-03,,Nuevo,5
E4:DA:56:D5:BF:68,2022-10-11,,Operativo,3
FB:41:4D:D0:DF:DF,2017-12-26,,Operativo,2
7C:28:38:F2:CA:56,2020-12-05,,Dañado,3
1B:ED:54:A4:65:8A,2022-05-29,,Operativo,4
85:F0:87:F7:06:E3,2015-06-23,,Operativo,3
E1:4D:FB:0C:9D:AD,2017-11-05,,Operativo,3
B1:B4:8B:12:80:A6,2025-06-12,,Nuevo,2
A8:E8:B3:7A:15:1C,2014-10-03,,Operativo,4
DD:2A:55:C9:C8:1D,2016-02-22,,Dañado,2
32:19:9C:13:19:A8,2024-10-17,,Operativo,2
56:1B:A5:46:B9:92,2022-08-28,,Nuevo,5
92:03:38:8D:C1:2E,2022-09-05,,Operativo,5
04:0D:F0:65:F1:F1,2023-07-14,,Nuevo,1
1B:F6:D2:8B:14:9B,2021-04-01,,Operativo,1
66:49:24:21:19:B0,2022-04-05,,Operativo,1
45:31:48:D0:39:2D,2017-07-13,,Operativo,5
E2:07:60:45:E1:99,2018-02-19,,Nuevo,1
DE:C8:C7:5F:E0:C6,2022-04-29,,Operativo,5
04:0B:39:CB:23:41,2014-07-25,,Operativo,2
1C:B7:2D:F4:5F:4D,2017-11-16,,Operativo,1
22:F4:40:2A:7F:A9,2017-05-14,,Operativo,1
EE:64:F9:3F:B4:1B,2024-12-10,,Mantenimiento,5
41:25:F1:E0:52:5C,2023-10-29,,Operativo,4
ED:F0:F3:22:E1:31,2016-03-23,,Operativo,3
8B:D5:F5:D0:3A:7B,2018-01-17,,Operativo,1
70:D1:62:E6:D7:F7,2025-10-10,,Operativo,4
31:CC:47:D4:ED:16,2016-08-07,,Operativo,3
24:9E:1C:B0:30:BB,2018-05-14,,Reacondicionado,4
72:29:8E:E5:16:E0,2019-08-14,,Operativo,5
DD:41:21:A3:8F:38,2019-09-14,,Operativo,3
B3:91:0A:68:8E:83,2017-10-24,,Nuevo,1
89:77:01:0F:E7:19,2025-04-10,,Mantenimiento,1
B9:66:D6:6A:4A:50,2020-02-27,,Mantenimiento,4
78:32:5F:76:C5:F4,2019-02-16,,Operativo,5
05:AA:A0:0D:E8:07,2016-08-13,,Operativo,2
4F:78:0F:F5:D1:96,2020-10-18,,Reacondicionado,4
A2:C1:0D:76:B7:36,2019-05-15,,Mantenimiento,3
C7:AE:23:9F:1A:86,2014-06-29,,Operativo,4
44:C6:C6:69:F2:05,2023-08-13,,Operativo,5
EA:AF:34:F8:49:C0,2026-01-07,,Reacondicionado,3
DD:30:D9:E0:77:78,2017-10-05,,Operativo,2
0D:55:35:3A:70:A0,2023-12-31,,Operativo,1
BE:F7:F3:92:B2:83,2024-02-04,,Reacondicionado,3
65:10:92:42:0A:40,2018-03-17,,Operativo,5
2B:23:39:23:D2:21,2025-04-29,,Operativo,4
62:AF:DC:E5:9C:F3,2025-09-10,,Operativo,2
DD:71:6E:16:B5:8B,2021-07-21,,Operativo,5
2F:CA:37:02:B6:BF,2018-11-14,,Operativo,2
5B:FB:7F:CD:E0:B4,2019-09-13,,Operativo,4
76:AB:13:12:98:8D,2015-07-14,,Operativo,4
46:01:8C:21:3D:71,2018-05-07,,Operativo,1
69:DA:9A:C2:17:90,2016-08-23,,Operativo,3
66:46:4E:73:78:C9,2022-03-09,,Operativo,1
06:03:1F:02:DE:21,2019-07-08,,Operativo,4
CF:6C:BB:9E:75:8F,2021-05-08,,Nuevo,3
4C:95:5D:F0:3A:E7,2017-07-18,,Operativo,3
FD:07:73:2D:E7:DB,2018-08-03,,Operativo,2
0D:92:C2:00:3E:AB,2022-04-10,,Operativo,1
32:59:70:C7:21:8C,2022-07-23,,Operativo,3
36:CE:3D:9B:9C:AB,2018-04-23,,Operativo,1
65:F8:AC:8B:85:9A,2025-03-21,,Operativo,3
A9:62:97:43:7F:98,2017-01-01,,Operativo,1
F2:7F:63:82:B5:FF,2021-11-24,,Dañado,2
65:CB:9B:98:A3:B4,2021-05-19,,Mantenimiento,4
8E:C9:2F:93:9B:95,2026-04-23,,Operativo,3
4B:01:C1:F8:47:CA,2024-07-22,,Operativo,1
FD:0A:EC:EF:16:15,2014-05-31,,Operativo,4
1E:9C:3C:E5:43:77,2025-12-01,,Operativo,2
B1:8D:99:EA:AC:1D,2021-02-15,,Operativo,3
0B:7E:DF:F0:E1:3F,2024-06-08,,Operativo,1
BF:1B:37:0F:56:47,2021-09-17,,Operativo,5
7D:D8:C5:34:CE:2B,2015-12-02,,Operativo,4
A6:8C:1E:AD:4D:D0,2019-09-20,,Operativo,3
70:44:57:ED:88:87,2018-05-07,,Operativo,1
2B:8F:EF:CE:A7:45,2020-09-11,,Operativo,1
6A:01:36:68:21:BF,2019-11-02,,Operativo,5
3E:4E:32:77:3D:56,2016-11-24,,Operativo,1
3F:56:FF:FB:DE:63,2024-03-23,,Operativo,5
46:38:2E:40:4F:07,2018-07-06,,Mantenimiento,1
0B:38:DD:95:37:99,2020-06-14,,Operativo,2
56:D6:32:5C:AB:0B,2021-09-16,,Mantenimiento,4
F2:D6:35:14:A4:72,2018-02-26,,Operativo,3
EC:8E:0E:A1:77:4F,2016-08-26,,Operativo,4
A3:BB:04:71:E7:B1,2018-12-30,,Nuevo,3
E5:44:72:B3:64:8B,2022-09-12,,Nuevo,4
FD:3D:D8:6C:B3:3E,2017-09-05,,Operativo,4
44:C6:0E:4B:1A:A3,2017-03-19,,Nuevo,1
8B:16:4C:0F:8F:40,2015-04-14,,Operativo,3
68:40:06:4E:EB:39,2018-03-23,,Operativo,4
47:E2:B8:85:EA:21,2016-03-01,,Mantenimiento,2
97:9A:81:9E:16:46,2020-06-06,,Operativo,2
43:01:96:F4:83:4A,2021-05-18,,Operativo,5
3E:F0:BF:DF:37:20,2022-01-05,,Operativo,5
24:17:B5:AC:8E:5C,2025-05-05,,Operativo,2
4A:69:4F:30:B1:CD,2024-06-07,,Operativo,1
0F:AE:56:B2:8C:8E,2024-05-07,,Operativo,3
F8:24:8E:32:6E:12,2020-09-13,,Operativo,3
5E:58:BE:8F:BA:CB,2022-08-21,,Reacondicionado,1
41:3B:7D:1F:61:99,2023-08-17,,Operativo,2
7C:82:B0:36:5F:76,2017-08-09,,Operativo,5
A3:E4:88:CE:A4:81,2024-09-11,,Operativo,1
18:04:13:8E:A9:D4,2025-02-23,,Reacondicionado,4
D3:EF:DC:7A:C6:86,2026-03-29,,Operativo,3
81:A4:1C:C1:8C:50,2022-07-31,,Operativo,5
43:BF:DE:CD:84:55,2015-05-26,,Operativo,1
05:CB:A5:DF:6D:3B,2016-11-25,,Operativo,5
E5:8E:1C:7B:7F:44,2015-03-09,,Operativo,1
DE:D2:24:6A:AF:42,2022-01-16,,Operativo,5
FF:9A:7C:0E:9B:8B,2019-01-22,,Reacondicionado,4
F8:74:74:13:29:59,2020-10-20,,Operativo,3
43:EF:99:C5:71:AF,2021-05-27,,Mantenimiento,4
FF:0D:A3:D6:50:DF,2016-03-19,,Operativo,1
57:99:83:ED:8C:24,2019-09-02,,Operativo,1
73:50:E7:F9:2D:66,2017-08-25,,Operativo,1
29:B4:01:4C:F7:1D,2025-04-27,,Operativo,5
FD:38:E3:55:EE:F8,2023-03-28,,Operativo,2
93:8F:AB:0B:5A:FF,2023-10-22,,Operativo,3
E0:D8:94:DE:0D:35,2024-04-19,,Operativo,4
59:DC:84:ED:F8:61,2023-05-30,,Dañado,5
FD:D7:F6:76:56:ED,2019-05-29,,Operativo,1
87:68:E8:6A:99:3D,2016-03-05,,Operativo,5
8C:3F:67:2C:4B:DC,2015-08-15,,Operativo,1
39:6D:9C:80:02:65,2014-11-12,,Mantenimiento,1
24:C1:CF:45:92:F4,2023-07-19,,Operativo,3
20:45:26:F2:A7:49,2017-08-07,,Reacondicionado,3
31:C6:EB:CC:D7:92,2017-05-04,,Reacondicionado,5
E4:59:9F:43:85:9B,2023-06-21,,Operativo,4
FA:BA:01:91:33:32,2020-12-02,,Operativo,2
28:00:6D:03:D6:50,2021-02-01,,Operativo,5
BD:FE:58:85:7D:90,2026-04-04,,Mantenimiento,2
21:26:3E:4C:AA:F9,2021-10-31,,Reacondicionado,1
DE:29:8B:88:56:91,2022-01-12,,Operativo,3
90:A7:37:70:E4:3D,2018-11-17,,Dañado,1
77:B6:74:7D:52:9D,2023-10-27,,Operativo,1
5C:FD:7D:39:66:70,2014-08-30,,Operativo,1
CA:37:B6:9D:06:59,2018-10-16,,Operativo,4
24:2D:F2:72:48:75,2016-10-21,,Nuevo,1
CC:C0:9C:AB:BB:6F,2023-08-12,,Dañado,3
AE:54:2F:FA:CA:73,2024-01-09,,Mantenimiento,5
C8:57:04:94:84:6E,2025-08-12,,Operativo,5
67:A7:C3:6C:F5:DD,2018-12-13,,Mantenimiento,5
A5:81:98:A6:04:2B,2016-03-12,,Operativo,1
B3:5C:3A:A1:EB:53,2015-05-18,,Operativo,1
25:16:CE:92:3B:87,2022-01-14,,Operativo,5
7E:A7:C0:ED:5D:22,2017-01-26,,Operativo,1
EE:C9:14:06:CC:22,2016-10-27,,Operativo,3
A1:DA:A2:F1:5A:3F,2025-06-16,,Operativo,4
7B:53:3B:C3:B2:66,2016-09-05,,Nuevo,1
C4:5B:4C:35:AD:3B,2023-05-18,,Dañado,5
3F:45:DE:63:F3:EB,2019-11-19,,Dañado,4
96:EE:57:93:25:D9,2024-01-07,,Operativo,2
D2:C4:93:8D:51:CB,2017-10-21,,Nuevo,4
4C:A9:F0:8E:75:F2,2019-07-11,,Operativo,4
61:3C:24:1D:7F:5A,2024-11-26,,Nuevo,3
6A:17:69:57:5B:7F,2019-04-09,,Operativo,3
8B:47:AB:74:4B:25,2025-11-08,,Operativo,3
63:6A:0B:05:A3:8F,2016-04-10,,Mantenimiento,1
BA:06:4B:9F:87:77,2024-04-30,,Reacondicionado,1
8B:47:D4:3A:0C:77,2018-05-24,,Mantenimiento,4
CA:FD:16:55:A3:79,2022-05-12,,Reacondicionado,2
94:FA:BD:95:A7:3A,2015-10-26,,Reacondicionado,4
A9:1A:8D:27:07:6C,2022-04-07,,Operativo,1
25:51:B0:8B:D9:99,2018-07-12,,Operativo,2
21:D7:08:88:9D:D2,2018-10-09,,Operativo,1
A9:ED:8D:9B:90:91,2018-10-01,,Operativo,4
B5:CE:21:EA:57:23,2017-12-21,,Nuevo,1
64:FD:82:0A:F5:EE,2015-11-25,,Mantenimiento,4
51:C9:89:F3:25:90,2017-10-09,,Nuevo,1
79:25:C4:31:CB:31,2022-11-23,,Operativo,4
7E:1B:FB:40:0D:EA,2019-07-22,,Operativo,5
58:2F:55:E5:BF:E2,2019-04-07,,Operativo,2
7C:85:07:2F:96:94,2020-08-04,,Operativo,2
92:EA:03:4C:CC:D1,2017-06-12,,Operativo,2
53:07:87:8F:26:CE,2026-04-25,,Operativo,4
A6:D8:C4:65:0D:74,2025-10-05,,Reacondicionado,2
85:9A:2B:BA:48:69,2020-01-16,,Mantenimiento,4
1A:98:F4:D3:40:93,2015-11-01,,Operativo,3
D9:61:5A:4D:55:05,2018-01-06,,Operativo,4
56:31:48:AC:C8:1C,2023-06-15,,Operativo,5
08:86:6E:85:AF:DF,2020-07-25,,Operativo,1
2D:0F:88:2C:4E:31,2019-07-01,,Operativo,5
7C:C8:39:BC:90:FF,2025-04-15,,Operativo,5
1B:20:41:93:04:BA,2026-04-07,,Nuevo,5
F8:54:30:4C:24:30,2020-12-04,,Mantenimiento,1
C4:DA:8F:93:68:B0,2023-12-07,,Nuevo,3
E0:67:3A:56:60:52,2016-08-05,,Operativo,4
41:BA:7E:18:4D:22,2022-05-04,,Operativo,5
1A:60:C7:01:FA:16,2018-05-01,,Operativo,3
A5:CB:8B:FC:39:17,2014-08-27,,Operativo,5
D3:E6:38:88:77:91,2023-11-24,,Reacondicionado,3
64:2F:C1:21:4B:12,2023-12-06,,Operativo,5
47:C1:D0:2B:BA:79,2024-03-16,,Mantenimiento,4
8F:0F:60:03:B1:70,2019-10-02,,Operativo,5
5B:AD:67:05:CF:EF,2015-03-10,,Operativo,4
FC:83:99:89:AC:C7,2017-04-09,,Operativo,2
0C:5F:66:53:A9:89,2020-07-15,,Operativo,5
9E:01:A2:59:63:08,2026-02-20,,Operativo,2
E8:B5:78:7B:78:AD,2015-05-24,,Operativo,2
65:66:53:E1:7E:BA,2018-10-01,,Operativo,2
E6:2D:D4:5F:AD:FB,2020-03-15,,Operativo,3
5D:84:DA:DC:7D:6B,2022-02-10,,Nuevo,1
14:0C:A9:7F:06:AA,2022-03-04,,Mantenimiento,5
D4:71:86:4D:8A:A7,2020-02-08,,Operativo,4
A9:A0:CE:67:9E:78,2024-04-04,,Operativo,5
DD:5B:D4:8F:9B:55,2018-09-18,,Operativo,2
51:46:1C:BF:6F:EF,2023-05-01,,Operativo,3
74:EC:52:9B:26:46,2021-01-08,,Operativo,4
59:A8:13:93:91:89,2020-09-28,,Operativo,3
EB:BD:BD:6C:85:67,2016-06-02,,Operativo,5
AD:23:4D:9E:B4:2C,2016-09-14,,Operativo,4
AC:28:B7:17:08:D6,2019-10-15,,Operativo,2
3A:94:83:A5:79:4A,2018-03-14,,Mantenimiento,5
6B:C0:2F:AD:23:F5,2017-12-05,,Mantenimiento,5
8B:27:C2:E1:30:DF,2021-12-28,,Operativo,3
65:16:4A:2F:EE:8F,2023-11-19,,Nuevo,2
EE:6F:6D:2A:3F:2E,2022-08-14,,Operativo,4
47:1B:3D:2F:10:67,2017-07-16,,Operativo,1
83:1D:8A:30:D5:25,2026-01-24,,Operativo,1
70:95:02:07:78:4B,2024-08-27,,Operativo,3
F2:A3:A9:42:0B:44,2021-04-14,,Mantenimiento,4
C8:BE:80:7F:93:9C,2025-09-20,,Operativo,4
4B:4F:03:0A:AD:A1,2019-06-01,,Operativo,1
10:09:A9:53:53:BE,2024-10-26,,Operativo,4
6C:95:74:79:7C:CE,2022-02-22,,Reacondicionado,3
70:BC:18:27:88:9A,2023-04-13,,Operativo,5
A0:6D:F9:D1:FA:1B,2018-10-28,,Operativo,2
A3:C8:68:4D:0E:C3,2019-01-01,,Operativo,3
A8:54:FA:C3:E9:FC,2018-03-24,,Operativo,5
5F:56:FC:32:F6:67,2018-06-17,,Mantenimiento,1
26:4F:9F:1B:5B:AA,2023-09-15,,Operativo,5
33:B5:FC:0D:AD:A1,2016-06-23,,Operativo,2
BC:CE:D7:27:B6:4F,2021-10-09,,Nuevo,1
7C:B4:A4:BB:86:69,2019-09-02,,Operativo,3
DB:89:DF:5C:2C:3C,2020-05-27,,Operativo,2
61:D7:63:53:21:90,2020-05-02,,Operativo,2
D0:88:8A:CF:37:09,2020-11-28,,Operativo,2
55:1B:5E:CC:0A:0F,2017-07-03,,Operativo,3
C9:A2:FF:AD:DA:B8,2020-08-28,,Operativo,4
DA:35:C9:BB:27:00,2023-11-12,,Operativo,4
78:69:94:BC:F9:8B,2024-03-13,,Operativo,1
FC:D2:BF:F4:F6:48,2019-08-02,,Operativo,2
B8:CD:0A:FE:D5:1F,2016-04-07,,Mantenimiento,3
7A:6D:5F:E0:C3:CC,2022-03-28,,Operativo,1
87:F6:E6:18:01:12,2016-06-28,,Operativo,2
CA:90:95:4D:68:58,2023-08-10,,Operativo,2
CD:F4:80:CC:83:98,2018-09-11,,Operativo,2
C6:25:65:57:67:35,2015-02-01,,Operativo,4
EF:D1:85:CD:18:61,2018-07-01,,Operativo,3
1E:AF:64:3B:15:EA,2024-06-04,,Operativo,4
18:13:3E:FA:26:9B,2022-07-24,,Operativo,3
BB:3D:9B:28:42:15,2015-01-02,,Nuevo,2
82:57:11:D0:E8:81,2021-05-03,,Mantenimiento,4
F4:0F:B8:3F:7C:C6,2019-09-03,,Dañado,2
D1:31:9B:75:57:12,2020-08-07,,Nuevo,2
1A:16:A7:6B:5F:12,2016-04-16,,Operativo,5
99:28:6D:D2:24:15,2014-12-31,,Operativo,5
4E:59:BC:07:03:F5,2019-01-15,,Mantenimiento,3
5A:67:CA:9C:28:D8,2023-09-20,,Reacondicionado,4
89:60:C6:74:2A:C3,2017-11-07,,Operativo,2
93:85:76:4F:34:8A,2025-01-11,,Operativo,5
99:6C:24:67:3C:F6,2016-02-18,,Operativo,1
B2:FF:8E:BA:CF:8B,2017-03-14,,Operativo,3
DE:9B:A0:28:A4:F3,2015-07-01,,Operativo,4
F1:D3:9E:68:3F:C0,2016-02-11,,Operativo,4
56:16:D2:AA:21:7B,2015-03-07,,Operativo,5
B0:45:C7:8A:17:8E,2015-07-24,,Reacondicionado,1
39:9B:45:FB:1D:84,2016-11-21,,Operativo,5
5E:67:BC:0B:D8:33,2014-12-02,,Operativo,4
3C:45:8F:65:82:98,2017-09-05,,Operativo,3
84:60:5B:37:8A:33,2024-10-05,,Reacondicionado,5
90:AA:46:AB:87:1F,2020-03-21,,Operativo,3
DF:36:8E:4A:43:3D,2025-08-27,,Operativo,4
26:06:EA:8D:37:81,2021-05-04,,Operativo,2
1B:47:6C:11:F0:DF,2014-09-08,,Operativo,2
6E:B2:10:3A:88:DC,2024-06-08,,Operativo,1
C7:43:E2:DD:5E:6A,2026-05-03,,Operativo,3
F4:2C:B7:2A:C9:F3,2023-12-04,,Operativo,3
CF:80:EF:DD:06:21,2020-01-13,,Reacondicionado,2
3F:42:C9:C9:C3:DA,2015-12-27,,Reacondicionado,3
B1:D5:3F:A6:7F:0D,2024-02-09,,Operativo,3
11:0D:4A:18:D2:45,2017-10-18,,Nuevo,5
ED:9D:69:BB:1D:9D,2014-06-22,,Operativo,2
DD:AB:1A:88:33:0F,2016-11-24,,Operativo,4
71:CC:4C:58:55:4D,2023-01-17,,Mantenimiento,2
C1:D0:13:B1:78:D4,2020-12-03,,Operativo,2
32:E2:B8:20:61:63,2025-07-03,,Operativo,1
AE:60:F5:91:3B:19,2024-10-02,,Operativo,4
94:7A:70:84:99:2E,2017-09-02,,Mantenimiento,3
82:A3:28:43:30:31,2022-06-10,,Operativo,3
37:FF:DB:96:D2:BB,2019-03-20,,Operativo,5
81:34:97:B0:37:44,2014-08-02,,Operativo,5
F1:AA:50:FC:F6:50,2022-02-09,,Reacondicionado,2
B6:28:A9:77:6E:22,2024-11-27,,Operativo,3
4D:9C:E4:3A:68:C5,2019-04-09,,Reacondicionado,2
23:B1:4B:7B:2E:C3,2015-08-28,,Operativo,3
62:AF:6E:F1:27:B3,2021-04-03,,Operativo,5
A4:12:E5:5D:53:72,2022-11-19,,Reacondicionado,5
8A:66:8C:56:38:E7,2024-02-25,,Operativo,1
BB:57:DD:48:C7:E3,2024-02-23,,Operativo,2
36:DF:58:FC:74:2E,2026-05-13,,Operativo,1
2E:A9:13:4D:72:3C,2018-09-07,,Operativo,3
70:C3:F5:D8:15:FE,2023-09-05,,Operativo,1
51:FD:65:B8:A6:85,2017-08-06,,Operativo,5
EE:AD:83:FD:4A:93,2019-08-04,,Operativo,5
26:18:31:10:CD:EA,2019-02-16,,Dañado,4
15:60:B3:EE:45:34,2023-01-26,,Operativo,4
07:AB:E5:DD:CF:5A,2015-12-17,,Operativo,1
FC:8E:3C:38:D9:11,2026-05-16,,Operativo,3
E5:E3:B5:34:6A:4F,2015-09-23,,Mantenimiento,4
58:03:69:2C:5B:4B,2018-08-05,,Operativo,1
3F:B0:90:0E:99:59,2018-09-30,,Operativo,1
1A:6B:49:84:CA:CC,2024-01-16,,Operativo,4
0A:28:3E:FF:91:90,2024-08-28,,Reacondicionado,1
73:AB:00:B3:BB:69,2019-11-02,,Reacondicionado,5
40:7E:C6:10:EC:47,2024-08-14,,Operativo,5
CE:DF:3C:8C:56:C4,2023-10-10,,Operativo,4
1E:D2:51:F9:58:4D,2024-04-16,,Reacondicionado,1
1A:B3:1C:D3:0B:8E,2015-11-07,,Operativo,5
BA:C7:3A:CC:0F:64,2016-03-28,,Nuevo,3
19:05:B7:78:FD:3C,2014-09-03,,Operativo,4
E5:92:73:E9:A0:0A,2019-03-04,,Operativo,2
D4:7A:7D:93:16:81,2015-04-01,,Operativo,4
00:49:D7:7A:09:0A,2025-04-03,,Operativo,4
97:2C:58:F7:CA:A9,2023-03-02,,Operativo,5
09:B2:EC:52:6C:F5,2016-10-19,,Operativo,1
53:31:40:0A:C3:72,2014-12-20,,Operativo,5
A4:0D:58:B9:A1:18,2019-03-22,,Operativo,2
88:FF:D8:49:D5:A9,2015-09-07,,Operativo,1
19:D9:3E:3D:A5:2C,2022-05-01,,Nuevo,3
00:E4:13:AA:76:70,2019-10-27,,Operativo,2
93:F3:EB:B0:26:4C,2018-07-01,,Operativo,5
B5:0E:B8:B6:D2:E4,2014-06-28,,Operativo,5
F6:39:56:E3:CF:C3,2025-08-25,,Operativo,2
79:5D:0C:CB:4E:4C,2024-03-18,,Operativo,1
98:CF:7C:E9:10:15,2015-08-14,,Mantenimiento,4
3F:C2:AE:D9:10:66,2024-12-21,,Mantenimiento,2
F0:20:7F:81:C8:EF,2025-08-27,,Operativo,2
26:25:3B:D9:39:B7,2023-01-20,,Mantenimiento,5
F8:AC:37:A5:F9:8A,2014-09-13,,Reacondicionado,3
2F:B2:FA:74:0E:1E,2018-11-29,,Operativo,1
7B:87:8D:FC:87:67,2021-04-29,,Operativo,2
45:63:DB:70:5F:96,2016-08-05,,Dañado,5
12:D9:9A:F1:60:F6,2015-10-02,,Reacondicionado,2
E4:84:23:30:29:1A,2024-04-03,,Operativo,1
0B:C4:9D:FE:FD:6B,2015-03-01,,Operativo,5
9E:C6:7C:50:DB:2C,2019-02-22,,Operativo,3
9A:88:61:61:69:98,2015-03-23,,Reacondicionado,3
A2:FD:02:F4:ED:D6,2015-08-12,,Dañado,4
26:C7:E3:9F:FD:0F,2025-06-08,,Operativo,3
76:A7:5A:4E:DD:67,2016-03-14,,Operativo,2
C7:42:E5:33:83:18,2026-04-11,,Operativo,4
D0:A3:48:EB:EA:76,2019-04-20,,Operativo,5
B4:DA:C7:7C:45:F4,2019-03-18,,Operativo,4
57:12:69:81:E8:3F,2022-10-15,,Operativo,4
70:7D:A7:DE:F7:47,2016-10-31,,Operativo,2
FD:56:1B:43:95:19,2023-01-17,,Dañado,1
AA:A1:DA:C1:BA:D7,2017-03-08,,Operativo,2
CF:57:D3:F2:D2:33,2025-03-31,,Operativo,1
D4:0A:04:45:07:97,2020-06-05,,Operativo,2
FA:CD:C6:0D:F0:2A,2021-07-17,,Operativo,1
47:F0:0F:DA:1C:77,2016-02-20,,Operativo,3
32:2E:8D:14:5F:A7,2023-01-20,,Dañado,2
19:38:25:1F:F6:AE,2021-10-25,,Operativo,5
52:FE:6A:73:D7:0E,2017-07-20,,Operativo,1
55:7C:C7:DD:0C:A9,2019-12-22,,Operativo,2
E0:C1:82:36:54:2E,2020-10-07,,Operativo,3
B2:DE:F2:21:DB:42,2018-03-23,,Nuevo,1
B1:0A:81:9F:04:62,2020-10-07,,Operativo,5
4B:9A:A0:A7:09:BA,2014-07-29,,Operativo,2
32:3F:C0:19:F5:EB,2016-07-21,,Operativo,4
45:1A:5B:17:D1:DB,2023-04-02,,Operativo,2
E9:BD:CB:45:49:BA,2014-06-13,,Operativo,5
E9:56:0B:AF:4D:B2,2022-05-12,,Operativo,2
DC:BA:F9:97:DB:07,2017-04-26,,Operativo,5
4D:57:B7:40:3D:1A,2022-08-04,,Operativo,2
5F:56:E7:A2:60:3B,2026-01-19,,Reacondicionado,2
78:6F:C6:DE:64:CB,2021-05-01,,Operativo,2
2E:E2:24:3C:C2:36,2020-12-17,,Operativo,2
97:63:0C:8F:46:E4,2016-04-14,,Mantenimiento,4
41:D1:A3:0B:D0:F6,2014-12-16,,Operativo,2
3D:11:F1:EA:F0:DB,2019-03-27,,Mantenimiento,3
E4:6B:4F:8B:E7:AE,2023-10-20,,Operativo,3
6B:36:9F:EC:50:8A,2019-07-04,,Dañado,4
EE:74:B1:FE:4E:C7,2021-06-19,,Operativo,4
A7:57:0A:3F:A5:89,2024-09-07,,Operativo,4
DA:DF:66:61:15:CC,2018-05-14,,Operativo,3
CB:15:1D:68:23:15,2022-05-06,,Nuevo,1
CE:75:E7:48:2F:BB,2020-07-30,,Operativo,1
12:A6:19:2B:08:91,2023-06-05,,Operativo,2
2E:F3:66:75:2B:39,2016-10-16,,Operativo,4
27:0E:A4:3E:72:31,2018-07-21,,Operativo,3
F1:2A:DF:8B:C9:07,2014-12-02,,Operativo,3
CF:7C:83:D0:F5:3E,2020-11-09,,Operativo,3
6F:87:8B:F1:DD:75,2020-04-04,,Operativo,5
F6:9C:89:4A:3C:36,2021-06-15,,Operativo,1
B2:05:F1:B2:A3:8A,2020-09-13,,Operativo,5
47:D6:C9:3E:B4:20,2021-04-26,,Operativo,5
03:BE:74:EF:76:94,2015-05-11,,Operativo,1
4D:6D:81:22:A5:F3,2025-07-27,,Operativo,5
03:91:7D:0E:26:F4,2026-01-18,,Operativo,2
E1:1A:4C:A4:A2:01,2023-06-05,,Operativo,5
0B:7E:DB:B0:AD:2E,2020-04-20,,Operativo,3
F1:F3:A7:AB:79:41,2025-04-18,,Operativo,5
98:C5:24:12:76:4A,2018-12-04,,Reacondicionado,2
57:AF:8D:09:6D:56,2015-12-03,,Operativo,3
3D:A6:BB:9D:BE:59,2015-09-11,,Reacondicionado,3
55:8B:50:6D:C1:30,2024-05-01,,Operativo,3
A6:D7:BF:DE:9F:A2,2017-01-19,,Operativo,2
2C:8B:9C:AF:FF:DF,2020-11-11,,Nuevo,1
90:12:18:9B:59:C5,2022-01-27,,Nuevo,2
8F:48:33:B1:DA:65,2017-07-20,,Operativo,3
4D:12:DA:DA:89:15,2019-04-09,,Operativo,5
05:F6:0F:1B:99:C8,2019-11-22,,Reacondicionado,2
03:F2:BC:D1:8C:32,2017-10-09,,Operativo,3
